time,0,1
Wed Apr 22 13:55:08 +0000 2015,40.781672,-74.170864
Wed Apr 22 13:55:09 +0000 2015,40.744669,-73.935265
Wed Apr 22 13:55:10 +0000 2015,40.772034,-74.021665
Wed Apr 22 13:55:11 +0000 2015,40.189009,-74.67878
Wed Apr 22 13:55:11 +0000 2015,40.720756,-74.000761
Wed Apr 22 13:55:12 +0000 2015,43.123922,-78.809006
Wed Apr 22 13:55:14 +0000 2015,45.385458,8.42747
Wed Apr 22 13:55:15 +0000 2015,40.812312,-73.934859
Wed Apr 22 13:55:15 +0000 2015,40.712116,-73.953307
Wed Apr 22 13:55:15 +0000 2015,40.172573,-74.25793
Wed Apr 22 13:55:16 +0000 2015,40.776062,-73.98758
Wed Apr 22 13:55:17 +0000 2015,40.735969,-73.818764
Wed Apr 22 13:55:20 +0000 2015,40.819146,-73.950401
Wed Apr 22 13:55:20 +0000 2015,40.6925,-74.168611
Wed Apr 22 13:55:21 +0000 2015,40.678259,-73.750618
Wed Apr 22 13:55:23 +0000 2015,40.615356,-74.081876
Wed Apr 22 13:55:23 +0000 2015,40.870741,-73.886077
Wed Apr 22 13:55:23 +0000 2015,40.727021,-73.980049
Wed Apr 22 13:55:27 +0000 2015,40.700486,-73.925855
Wed Apr 22 13:55:37 +0000 2015,40.58656,-74.14649
Wed Apr 22 13:55:37 +0000 2015,43.018387,-74.057632
Wed Apr 22 13:55:39 +0000 2015,40.717272,-73.986978
Wed Apr 22 13:55:39 +0000 2015,40.73561,-73.99001
Wed Apr 22 13:55:39 +0000 2015,40.629944,-73.969933
Wed Apr 22 13:55:41 +0000 2015,40.6925,-74.168611
Wed Apr 22 13:55:41 +0000 2015,40.594574,-74.075578
Wed Apr 22 13:55:42 +0000 2015,40.715629,-74.04259
Wed Apr 22 13:55:44 +0000 2015,40.87997,-74.05091
Wed Apr 22 13:55:45 +0000 2015,40.707218,-74.008691
Wed Apr 22 13:55:51 +0000 2015,40.732125,-73.991626
Wed Apr 22 13:55:51 +0000 2015,40.726422,-73.989313
Wed Apr 22 13:55:54 +0000 2015,40.711747,-74.012071
Wed Apr 22 13:55:57 +0000 2015,40.871359,-73.827512
Wed Apr 22 13:55:57 +0000 2015,40.603428,-73.993341
Wed Apr 22 13:55:58 +0000 2015,40.683255,-73.961013
Wed Apr 22 13:56:00 +0000 2015,40.656133,-73.739636
Wed Apr 22 13:56:02 +0000 2015,40.6975,-73.9796
Wed Apr 22 13:56:04 +0000 2015,40.761468,-73.974285
Wed Apr 22 13:56:13 +0000 2015,40.911599,-73.90726
Wed Apr 22 13:56:14 +0000 2015,40.774052,-73.988887
Wed Apr 22 13:56:18 +0000 2015,40.77074,-73.861378
Wed Apr 22 13:56:20 +0000 2015,40.684486,-73.831669
Wed Apr 22 13:56:24 +0000 2015,42.66268,-73.783196
Wed Apr 22 13:56:27 +0000 2015,40.812315,-73.934986
Wed Apr 22 13:56:28 +0000 2015,40.735984,-73.818754
Wed Apr 22 13:56:28 +0000 2015,40.765886,-73.97652
Wed Apr 22 13:56:29 +0000 2015,40.869921,-74.161968
Wed Apr 22 13:56:30 +0000 2015,40.74741,-73.995471
